SampleID_1	SampleID_2	Mash_JS
C364	C195	0.413226544804397
C364	C9	0.4028732686938685
C364	C353	0.4080697816100878
C364	C121	0.39825937777441767
C364	C255	0.9667198397974255
C364	C3	0.6546870058972251
C364	C56	0.6546539283018088
C364	C32	0.47054264983127037
C364	C188	0.9997380685346114
C364	C16	0.521830927106902
C364	C70	0.5147549938203537
C364	C67	0.39439233704348076
C364	C294	0.3935350763251932
C364	C21	0.40732573112975645
C364	C273	0.427002796544881
C364	C72	0.4041564254835255
C364	C351	0.404068819832448
C364	C133	0.6803225001318914
C364	C179	0.6802416320808822
C364	C45	0.662346156259729
C364	C149	0.6623160778049296
C364	C91	0.4077096767695424
C364	C209	0.6845506446415432
C364	C206	0.4089437884570244
C364	C276	0.4326319444094485
C364	C136	0.40776612922636435
C364	C197	0.6709945946146049
C364	C155	0.959505661518589
C364	C339	0.6826207608630528
C364	C196	0.6640563256217962
C364	C342	0.6781651779609967
C364	C183	0.4262140220400488
C364	C312	0.45255764474349086
C364	C182	0.6720111840793676
C364	C233	0.6754659043174444
C364	C224	0.6539129374473889
C364	C349	0.6537876608907417
C364	C222	0.5233980478641156
C364	C333	0.5182468261078714
C364	C245	0.6656138149952144
C364	C314	0.399259381040556
C364	C285	0.6454487950073516
C364	C355	0.6757994910774464
C364	C241	0.6754597008738606
C364	C309	0.6752523814589637
C364	C325	0.8996142259527743
C364	C363	0.6467974672482723
C364	C311	0.4253862041319428
C364	C357	0.4264451138280209
C22	C100	0.4049794484191032
C22	C364	0.6454448190757925
C22	C320	0.9969897007814434
C22	C235	0.6561534613870007
C22	C318	0.41392335536614094
C22	C79	0.6289122226521328
C22	C148	0.6398927320340856
C22	C265	0.42186176571955775
C22	C324	0.4218623198725999
C22	C13	0.4164831705684802
C22	C76	0.41635340734963805
C22	C80	0.4028955319720656
C22	C208	0.40284579729827874
C22	C240	0.633900793533034
C22	C295	0.5616564953865881
C22	C52	0.4176854289120483
C22	C113	0.4176656157849332
C22	C24	0.5050713350717548
C22	C195	0.4038737601011342
C22	C9	0.40954895386125995
C22	C353	0.4072742818688124
C22	C121	0.40501850225516306
C22	C255	0.6388686887004881
C22	C3	0.9744964881411142
C22	C56	0.9742909312853225
C22	C32	0.4766444134577839
C22	C188	0.6453967538734613
C22	C16	0.5113442627290984
C22	C70	0.5030790773389229
C22	C67	0.40229264411449034
C22	C294	0.4028806417124874
C22	C21	0.40663598607566526
C22	C273	0.42037175486569084
C22	C72	0.4038270287009028
C22	C351	0.4037685335860361
C22	C133	0.6467763957941615
C22	C179	0.6467095141168432
C22	C45	0.6282105350019819
C22	C149	0.6281853980498748
C22	C91	0.4040000319520184
C22	C209	0.6471592070855976
C22	C206	0.40250813004757735
C22	C276	0.42411340610994397
C22	C136	0.40405153396175897
C22	C197	0.6451469113108751
C22	C155	0.6422422387237491
C22	C339	0.6550475393733736
C22	C196	0.6294571850223378
C22	C342	0.6427949725559489
C22	C183	0.4199753002817801
C22	C312	0.45433318034830616
C22	C182	0.6340968472991021
C22	C233	0.6431565137320625
C22	C224	0.6311634645098823
C22	C349	0.6310954830370579
C22	C222	0.5079657414056821
C22	C333	0.5072417349065392
C22	C245	0.6593221873729489
C22	C314	0.4044611379748172
C22	C285	0.6243358413812031
C22	C355	0.6540833067740627
C22	C241	0.6351351070959496
C22	C309	0.6350099661373623
C22	C325	0.6263347582323878
C22	C363	0.6333433303144234
C22	C311	0.41902064608059925
C22	C357	0.4224402646327379
C320	C100	0.4049227671424395
C320	C364	0.6454291240317258
C320	C22	0.9969897007814434
C320	C235	0.6560600674173667
C320	C318	0.41408769376779503
C320	C79	0.6298112417788425
C320	C148	0.6394805122272784
C320	C265	0.4220369053493165
C320	C324	0.4220374619074386
C320	C13	0.4166504653262475
C320	C76	0.41652055382786807
C320	C80	0.4034124089700984
C320	C208	0.4033626031850264
C320	C240	0.6334109901195258
C320	C295	0.5612582063796457
C320	C52	0.4178594596910247
C320	C113	0.41783962260061547
C320	C24	0.504703798164297
C320	C195	0.4044043291041647
C320	C9	0.40950765497512626
C320	C353	0.40723167377677466
C320	C121	0.4049618437389202
C320	C255	0.6388812769229187
C320	C3	0.9736512909801937
C320	C56	0.9734457444576519
C320	C32	0.4769958906142844
C320	C188	0.6453810259078849
C320	C16	0.5109869340988126
C320	C70	0.502719797802205
C320	C67	0.40224282942658396
C320	C294	0.4028286237345772
C320	C21	0.4065933523772874
C320	C273	0.420544612344519
C320	C72	0.40377205382459747
C320	C351	0.40371352029183766
C320	C133	0.6463343621930936
C320	C179	0.6462674701624369
C320	C45	0.62922202437618
C320	C149	0.6291968386178942
C320	C91	0.4045143747889626
C320	C209	0.6466914051697713
C320	C206	0.40245657335852497
C320	C276	0.42466190492699557
C320	C136	0.4045659471382798
C320	C197	0.6453594214767857
C320	C155	0.642270710631099
C320	C339	0.6545967062123131
C320	C196	0.6293327303041972
C320	C342	0.6423398282222624
C320	C183	0.4201462990923167
C320	C312	0.4549742891907171
C320	C182	0.6340203160176245
C320	C233	0.6442080074610018
C320	C224	0.6310465607204695
C320	C349	0.6309785378127328
C320	C222	0.5075995059665337
C320	C333	0.5068781471891729
C320	C245	0.6592964928022826
C320	C314	0.4044016625553685
C320	C285	0.6242625663631467
C320	C355	0.6536407074435563
C320	C241	0.6347380183052681
C320	C309	0.6346273939310553
C320	C325	0.626339288736538
C320	C363	0.633208051767053
C320	C311	0.4191892591155218
C320	C357	0.42262591385646264
C235	C100	0.4118294652414228
C235	C364	0.6781184441402712
C235	C22	0.6561534613870007
C235	C320	0.6560600674173667
C235	C318	0.4101151643407267
C235	C79	0.6665709586844881
C235	C148	0.6627840880578317
C235	C265	0.4263103123632276
C235	C324	0.42631691225727936
C235	C13	0.42096848158205247
C235	C76	0.4208358059185448
C235	C80	0.4118254386967392
C235	C208	0.41176387711541035
C235	C240	0.6735719233032328
C235	C295	0.5826794901047188
C235	C52	0.4227058523643364
C235	C113	0.4226763523035496
C235	C24	0.5278994190847244
C235	C195	0.40783041864501307
C235	C9	0.41808792320157995
C235	C353	0.41605159840295686
C235	C121	0.4118646804299624
C235	C255	0.6690320973571839
C235	C3	0.6657583747172174
C235	C56	0.6657102469731796
C235	C32	0.47697773801473853
C235	C188	0.6780498302673967
C235	C16	0.5365362070865154
C235	C70	0.5267951140439129
C235	C67	0.408616077451169
C235	C294	0.40895808401866507
C235	C21	0.41611779464431115
C235	C273	0.42308082996993257
C235	C72	0.4116544433785254
C235	C351	0.4115927222337815
C235	C133	0.6709259298370951
C235	C179	0.6708579089292437
C235	C45	0.682917733589087
C235	C149	0.6829014711846092
C235	C91	0.4070349543260169
C235	C209	0.6742733952387578
C235	C206	0.41288603715793587
C235	C276	0.42879643274878493
C235	C136	0.40709012551718343
C235	C197	0.6851618770631352
C235	C155	0.6771300798926511
C235	C339	0.6720794550010865
C235	C196	0.6859971191063108
C235	C342	0.6677901965250986
C235	C183	0.42647954799363696
C235	C312	0.4633650889715675
C235	C182	0.6951272596354978
C235	C233	0.6989150024857499
C235	C224	0.6722404279411286
C235	C349	0.6721484871661219
C235	C222	0.5277259524383207
C235	C333	0.5302880139436214
C235	C245	0.7016812741002192
C235	C314	0.40772462251187364
C235	C285	0.6642630973292007
C235	C355	0.6802700946545367
C235	C241	0.6693425868695891
C235	C309	0.6691168604917707
C235	C325	0.6649333584772519
C235	C363	0.671011530019982
C235	C311	0.4254350994066826
C235	C357	0.42485104624074066
C318	C100	0.43401006304480894
C318	C364	0.4174216612644082
C318	C22	0.41392335536614094
C318	C320	0.41408769376779503
C318	C235	0.4101151643407267
C318	C79	0.4169569481380881
C318	C148	0.41366067954097896
C318	C265	0.8741026095851034
C318	C324	0.8740653714679701
C318	C13	0.951128951398476
C318	C76	0.9514015736907598
C318	C80	0.4387813692272778
C318	C208	0.4387457584419659
C318	C240	0.4146961561711055
C318	C295	0.4373160637645616
C318	C52	0.8926797216276728
C318	C113	0.8926601761983972
C318	C24	0.4287695161899898
C318	C195	0.437962148179784
C318	C9	0.4327059894722162
C318	C353	0.43376554912672177
C318	C121	0.434034737767685
C318	C255	0.4198810881835354
C318	C3	0.4164848528156371
C318	C56	0.41647121755566024
C318	C32	0.44577557272294743
C318	C188	0.41737629828264233
C318	C16	0.4325083945737475
C318	C70	0.435912854374994
C318	C67	0.4369132585617766
C318	C294	0.4362316947615901
C318	C21	0.4337738548988581
C318	C273	0.879703963204436
C318	C72	0.43458308446273336
C318	C351	0.4345299091305917
C318	C133	0.41930415665280873
C318	C179	0.41925123531485065
C318	C45	0.42253036912768593
C318	C149	0.4225191478464785
C318	C91	0.4371729910973561
C318	C209	0.412836557218188
C318	C206	0.434955095803578
C318	C276	0.8766728032168867
C318	C136	0.4372259463249091
C318	C197	0.4132085088525225
C318	C155	0.41817055694231325
C318	C339	0.4136960169913732
C318	C196	0.41219722249964996
C318	C342	0.417777083492126
C318	C183	0.8854987150320892
C318	C312	0.4370510858656205
C318	C182	0.410880000728243
C318	C233	0.417772092158007
C318	C224	0.4108280865304826
C318	C349	0.4107670222412101
C318	C222	0.43281198751480193
C318	C333	0.43053735405561916
C318	C245	0.41784554698573045
C318	C314	0.4270890121395065
C318	C285	0.4207752658058864
C318	C355	0.40783142041414794
C318	C241	0.41576270798963055
C318	C309	0.4156689246592789
C318	C325	0.41253857832691415
C318	C363	0.4151235213607136
C318	C311	0.877635982811859
C318	C357	0.8428814842428052
C79	C100	0.40321372818231727
C79	C364	0.6452673836516508
C79	C22	0.6289122226521328
C79	C320	0.6298112417788425
C79	C235	0.6665709586844881
C79	C318	0.4169569481380881
C79	C148	0.636989803902117
C79	C265	0.4237877191351329
C79	C324	0.42378829322440076
C79	C13	0.42329236813555543
C79	C76	0.4231777147593821
C79	C80	0.4079019400703829
C79	C208	0.4078397732741345
C79	C240	0.6378357833748324
C79	C295	0.5557586707935619
C79	C52	0.427048429834323
C79	C113	0.42701464780385123
C79	C24	0.52881077981683
C79	C195	0.40004984356094797
C79	C9	0.4055092757923772
C79	C353	0.4045798570356719
C79	C121	0.40323921677479474
C79	C255	0.6533474570223089
C79	C3	0.6371308637586899
C79	C56	0.6370740060692014
C79	C32	0.4703335236054117
C79	C188	0.6452145354612037
C79	C16	0.5302852301861057
C79	C70	0.514365928334865
C79	C67	0.4069208442370159
C79	C294	0.4072390841082594
C79	C21	0.40470074903718445
C79	C273	0.421142589083071
C79	C72	0.4031451506268418
C79	C351	0.4030637795979827
C79	C133	0.6432928928814832
C79	C179	0.6432153391017028
C79	C45	0.650751021550018
C79	C149	0.6507459150781479
C79	C91	0.39822992337863955
C79	C209	0.6357265162060582
C79	C206	0.4032277648121348
C79	C276	0.42551106369004277
C79	C136	0.3982761912624608
C79	C197	0.6401000919187183
C79	C155	0.6625259007914903
C79	C339	0.634905393604562
C79	C196	0.6445878506690583
C79	C342	0.6425473967836822
C79	C183	0.430873579536305
C79	C312	0.45250901566919777
C79	C182	0.6512718863362276
C79	C233	0.643302175534459
C79	C224	0.6531141550126028
C79	C349	0.6530101185668921
C79	C222	0.5246384239235263
C79	C333	0.5307303705422651
C79	C245	0.6505579017211502
C79	C314	0.39826817380483254
C79	C285	0.9396833407719813
C79	C355	0.6517232767232767
C79	C241	0.6544985198964809
C79	C309	0.6543209360260711
C79	C325	0.6400848073074211
C79	C363	0.9236820459499105
C79	C311	0.427687879099414
C79	C357	0.42496693410890807
C148	C100	0.3924539279656195
C148	C364	0.6714109396295607
C148	C22	0.6398927320340856
C148	C320	0.6394805122272784
C148	C235	0.6627840880578317
C148	C318	0.41366067954097896
C148	C79	0.636989803902117
C148	C265	0.42312638870198804
C148	C324	0.4231269522617666
C148	C13	0.41519478041163976
C148	C76	0.4150833743801759
C148	C80	0.392096939232556
C148	C208	0.39202873921263903
C148	C240	0.6440218357667516
C148	C295	0.7239476026351119
C148	C52	0.41643181698349824
C148	C113	0.41640653892279617
C148	C24	0.5069890511491817
C148	C195	0.396869886440532
C148	C9	0.39587464783391596
C148	C353	0.39660226308085045
C148	C121	0.39247794487960896
C148	C255	0.6629869391907537
C148	C3	0.6397936406228593
C148	C56	0.6397143988723847
C148	C32	0.46685085080179495
C148	C188	0.671383153504442
C148	C16	0.5115812730722863
C148	C70	0.5127848409819701
C148	C67	0.38958911413807984
C148	C294	0.3899051204067279
C148	C21	0.39628989910126217
C148	C273	0.4211363119656386
C148	C72	0.3971185236416424
C148	C351	0.39702594656997386
C148	C133	0.666917991890493
C148	C179	0.6668381027921823
C148	C45	0.6364660759220955
C148	C149	0.6364409117859429
C148	C91	0.3933960915954403
C148	C209	0.6709210650431422
C148	C206	0.40018596125841305
C148	C276	0.4243280876075599
C148	C136	0.39344677691751206
C148	C197	0.6610324730141801
C148	C155	0.6650336361668924
C148	C339	0.6761525566688387
C148	C196	0.6498005927313543
C148	C342	0.6646598857704633
C148	C183	0.4193483179836399
C148	C312	0.4510330530694885
C148	C182	0.6540774132087064
C148	C233	0.6454144959338248
C148	C224	0.6506182111108457
C148	C349	0.6505008118603853
C148	C222	0.5124163014920845
C148	C333	0.5088022193051963
C148	C245	0.657130331715079
C148	C314	0.39501018363172935
C148	C285	0.630873552579301
C148	C355	0.9177259320153959
C148	C241	0.8940330768762293
C148	C309	0.8937524429369059
C148	C325	0.6470762052555776
C148	C363	0.6370103452489962
C148	C311	0.4186504982298092
C148	C357	0.4266129724346427
C265	C100	0.4465436525834987
C265	C364	0.4300260491445233
C265	C22	0.42186176571955775
C265	C320	0.4220369053493165
C265	C235	0.4263103123632276
C265	C318	0.8741026095851034
C265	C79	0.4237877191351329
C265	C148	0.42312638870198804
C265	C324	0.9999415624530412
C265	C13	0.8825237663522068
C265	C76	0.8821310696149947
C265	C80	0.4475294388372563
C265	C208	0.4474927404211031
C265	C240	0.4222769136361036
C265	C295	0.47722368026772766
C265	C52	0.9420610883251513
C265	C113	0.9420858298186877
C265	C24	0.4346909830489514
C265	C195	0.4525771623266028
C265	C9	0.4512747910268687
C265	C353	0.452319505018409
C265	C121	0.4465691346682361
C265	C255	0.42231160155602643
C265	C3	0.42654695942435406
C265	C56	0.4265331303573055
C265	C32	0.4539463762266876
C265	C188	0.4299853556077159
C265	C16	0.4367568279341776
C265	C70	0.44362413479116597
C265	C67	0.4428438058636122
C265	C294	0.44205483368609344
C265	C21	0.45255846928434956
C265	C273	0.9717946189097608
C265	C72	0.4534255650506081
C265	C351	0.45336789640907665
C265	C133	0.4189066966388716
C265	C179	0.41886194347514805
C265	C45	0.4221625182587923
C265	C149	0.42215110023872837
C265	C91	0.44684306875489876
C265	C209	0.42210337926832475
C265	C206	0.4536911928597326
C265	C276	0.9670293317123558
C265	C136	0.44689765622333055
C265	C197	0.42312826307882073
C265	C155	0.42076965819121886
C265	C339	0.4213544902368537
C265	C196	0.42079211356491203
C265	C342	0.4185567036726222
C265	C183	0.9559729633632499
C265	C312	0.44307311546732164
C265	C182	0.4265646803990586
C265	C233	0.42662980609290974
C265	C224	0.4270188250114527
C265	C349	0.4269412128424158
C265	C222	0.43220871387861926
C265	C333	0.43639668346289073
C265	C245	0.42979678931183063
C265	C314	0.44345114160452137
C265	C285	0.4221354388332648
C265	C355	0.4214558158998195
C265	C241	0.4205592198546068
C265	C309	0.42046417145618326
C265	C325	0.4180558675895546
C265	C363	0.42244701274191293
C265	C311	0.9537104190705628
C265	C357	0.9097468378513475
C324	C100	0.44654449651737044
C324	C364	0.43001916452379796
C324	C22	0.4218623198725999
C324	C320	0.4220374619074386
C324	C235	0.42631691225727936
C324	C318	0.8740653714679701
C324	C79	0.42378829322440076
C324	C148	0.4231269522617666
C324	C265	0.9999415624530412
C324	C13	0.8824861451252664
C324	C76	0.8820940999751219
C324	C80	0.44753029486145207
C324	C208	0.44749359600763494
C324	C240	0.4222774747469757
C324	C295	0.4772248490602332
C324	C52	0.9420378631742802
C324	C113	0.942046392521765
C324	C24	0.4346976245536165
C324	C195	0.45257809014790157
C324	C9	0.451275703294657
C324	C353	0.452320426478849
C324	C121	0.4465699789256789
C324	C255	0.42230473029331983
C324	C3	0.4265475723072896
C324	C56	0.4265337430940564
C324	C32	0.4539480828794048
C324	C188	0.42997847097800823
C324	C16	0.4367635605192278
C324	C70	0.44363092295714357
C324	C67	0.4428446019051407
C324	C294	0.4420556213460838
C324	C21	0.4525593932182462
C324	C273	0.9717708039223575
C324	C72	0.4534264993013087
C324	C351	0.4533688299913636
C324	C133	0.41890721284654464
C324	C179	0.41886245917306825
C324	C45	0.422159057384514
C324	C149	0.4221476392991292
C324	C91	0.44684391931674594
C324	C209	0.4221039339936207
C324	C206	0.4536921324034441
C324	C276	0.9670053654183198
C324	C136	0.4468985074326688
C324	C197	0.4231288305641947
C324	C155	0.4207702049888242
C324	C339	0.42135503696855287
C324	C196	0.42078863457309607
C324	C342	0.41855721563866277
C324	C183	0.9559494154415612
C324	C312	0.44307991447311784
C324	C182	0.426561204767082
C324	C233	0.4266263205914871
C324	C224	0.42701943048284213
C324	C349	0.4269418174481772
C324	C222	0.43221537521126613
C324	C333	0.4364033776345846
C324	C245	0.4297974367330623
C324	C314	0.4434519432104216
C324	C285	0.42213599053417067
C324	C355	0.4214563645320859
C324	C241	0.42055975469670204
C324	C309	0.4204647052121259
C324	C325	0.4180523858463799
C324	C363	0.4224475712990348
C324	C311	0.9536869071644359
C324	C357	0.9097237860704107
C13	C100	0.4450929785183399
C13	C364	0.4199645671160543
C13	C22	0.4164831705684802
C13	C320	0.4166504653262475
C13	C235	0.42096848158205247
C13	C318	0.951128951398476
C13	C79	0.42329236813555543
C13	C148	0.41519478041163976
C13	C265	0.8825237663522068
C13	C324	0.8824861451252664
C13	C76	0.999525731616282
C13	C80	0.45028326725631707
C13	C208	0.45024695859023167
C13	C240	0.41612970971279023
C13	C295	0.44650743092101075
C13	C52	0.8977032244400485
C13	C113	0.8976629988047083
C13	C24	0.43666783490918254
C13	C195	0.4412185894181062
C13	C9	0.443491750757613
C13	C353	0.4445287255621488
C13	C121	0.4451183866643546
C13	C255	0.4228313834881149
C13	C3	0.4194919202500586
C13	C56	0.41947825122674726
C13	C32	0.4466631999606285
C13	C188	0.4199188573563516
C13	C16	0.44134965131260595
C13	C70	0.44166538361074154
C13	C67	0.4476691119518261
C13	C294	0.44689666923372123
C13	C21	0.4450254474243646
C13	C273	0.877310013397
C13	C72	0.4425223729005768
C13	C351	0.4424592479171593
C13	C133	0.4209687827444988
C13	C179	0.4209155446037569
C13	C45	0.43515550811004355
C13	C149	0.43514404310893734
C13	C91	0.4443087116256461
C13	C209	0.41525558618326674
C13	C206	0.4422841182159836
C13	C276	0.8865645446013207
C13	C136	0.4443623426809576
C13	C197	0.41635400383465426
C13	C155	0.41999676806602204
C13	C339	0.4162099281158036
C13	C196	0.42122750713369267
C13	C342	0.41999202984962913
C13	C183	0.905306369409724
C13	C312	0.4445176191108046
C13	C182	0.4200248588471135
C13	C233	0.42935215364303986
C13	C224	0.41922813967283656
C13	C349	0.41916643730685077
C13	C222	0.43435607216099015
C13	C333	0.43879136640412225
C13	C245	0.42704039528988996
C13	C314	0.4379648614035736
C13	C285	0.4282904959068941
C13	C355	0.418553989693584
C13	C241	0.4239816801326821
C13	C309	0.4238864369151028
C13	C325	0.4181685590149071
C13	C363	0.422077700873348
C13	C311	0.8987840341475174
C13	C357	0.84849766071738
C76	C100	0.4449693144387056
C76	C364	0.4198846967847388
C76	C22	0.41635340734963805
C76	C320	0.41652055382786807
C76	C235	0.4208358059185448
C76	C318	0.9514015736907598
C76	C79	0.4231777147593821
C76	C148	0.4150833743801759
C76	C265	0.8821310696149947
C76	C324	0.8820940999751219
C76	C13	0.999525731616282
C76	C80	0.45014001252661384
C76	C208	0.45010371719725445
C76	C240	0.4163543976787346
C76	C295	0.44669544570474107
C76	C52	0.8973130852470428
C76	C113	0.8972576424011783
C76	C24	0.4368111018663722
C76	C195	0.4414184429138667
C76	C9	0.44334923893106404
C76	C353	0.44438636242274104
C76	C121	0.4449947110049506
C76	C255	0.4226908375509228
C76	C3	0.4193601201818022
C76	C56	0.41934645279703053
C76	C32	0.4465285732136535
C76	C188	0.41983900059228135
C76	C16	0.4414896406486578
C76	C70	0.44180997175685055
C76	C67	0.4475451617435022
C76	C294	0.4467728398398445
C76	C21	0.44490073893533844
C76	C273	0.8769229433041554
C76	C72	0.44239855487969737
C76	C351	0.44233544761274335
C76	C133	0.4208384088894131
C76	C179	0.4207851895907017
C76	C45	0.4350163032662663
C76	C149	0.4350048424642785
C76	C91	0.44428449976390083
C76	C209	0.41512676473229704
C76	C206	0.44214237122034455
C76	C276	0.886168554955348
C76	C136	0.4443381199321409
C76	C197	0.4162245731783711
C76	C155	0.4198816785419454
C76	C339	0.4160806294608542
C76	C196	0.4210929480446654
C76	C342	0.41986206554844135
C76	C183	0.9049037356963382
C76	C312	0.44470353935741835
C76	C182	0.41988957471633326
C76	C233	0.4292130677856126
C76	C224	0.41936201394461914
C76	C349	0.4193003153743223
C76	C222	0.43450962959830625
C76	C333	0.4389350903849121
C76	C245	0.4271849320008388
C76	C314	0.43784445365495334
C76	C285	0.42821837333115415
C76	C355	0.4184236881437272
C76	C241	0.4239105769613519
C76	C309	0.42381535968425144
C76	C325	0.4180927487671078
C76	C363	0.42194648854251754
C76	C311	0.8983853496465551
C76	C357	0.8487573877005162
C80	C100	0.9385154681906319
C80	C364	0.40322541236505116
C80	C22	0.4028955319720656
C80	C320	0.4034124089700984
C80	C235	0.4118254386967392
C80	C318	0.4387813692272778
C80	C79	0.4079019400703829
C80	C148	0.392096939232556
C80	C265	0.4475294388372563
C80	C324	0.44753029486145207
C80	C13	0.45028326725631707
C80	C76	0.45014001252661384
C80	C208	0.9998282333155585
C80	C240	0.3993754349750246
C80	C295	0.3857037559209209
C80	C52	0.4558994634017802
C80	C113	0.45584946697307444
C80	C24	0.4160925531054509
C80	C195	0.9467447612117432
C80	C9	0.9554025114465751
C80	C353	0.9621480941180565
C80	C121	0.938579761455231
C80	C255	0.40836996329853
C80	C3	0.4073141597224474
C80	C56	0.40731366741988195
C80	C32	0.4213596410030429
C80	C188	0.40315849254237596
C80	C16	0.42311985637761085
C80	C70	0.4101087785448576
C80	C67	0.9447591556151677
C80	C294	0.94379664749569
C80	C21	0.9606870176490567
C80	C273	0.4456405509653431
C80	C72	0.942918609360589
C80	C351	0.9426599408363192
C80	C133	0.4080104923892603
C80	C179	0.4079601074455009
C80	C45	0.4076482475401645
C80	C149	0.40764598938555807
C80	C91	0.9390687056188037
C80	C209	0.4007568143150514
C80	C206	0.9469672787327976
C80	C276	0.4520196140966353
C80	C136	0.9392069335683857
C80	C197	0.4021641291208939
C80	C155	0.4014321237439407
C80	C339	0.4005913945803648
C80	C196	0.40118314386666815
C80	C342	0.406169125337213
C80	C183	0.45829746401500254
C80	C312	0.41222240772192364
C80	C182	0.4046897500818914
C80	C233	0.40308538588865633
C80	C224	0.39808310594256835
C80	C349	0.39800579079522397
C80	C222	0.4139610494750682
C80	C333	0.4181553209555063
C80	C245	0.41182289315780973
C80	C314	0.9339413311093915
C80	C285	0.40878820959306117
C80	C355	0.4028033975513831
C80	C241	0.40872607353533286
C80	C309	0.4086260938738972
C80	C325	0.3964744622140282
C80	C363	0.40370005170569995
C80	C311	0.4577086938839884
C80	C357	0.4455686980033825
C208	C100	0.9383727012140727
C208	C364	0.40316664141123376
C208	C22	0.40284579729827874
C208	C320	0.4033626031850264
C208	C235	0.41176387711541035
C208	C318	0.4387457584419659
C208	C79	0.4078397732741345
C208	C148	0.39202873921263903
C208	C265	0.4474927404211031
C208	C324	0.44749359600763494
C208	C13	0.45024695859023167
C208	C76	0.45010371719725445
C208	C80	0.9998282333155585
C208	C240	0.3993160448818883
C208	C295	0.3856588094621615
C208	C52	0.4558628316266127
C208	C113	0.4558128388465467
C208	C24	0.41602161519348463
C208	C195	0.9466003438852099
C208	C9	0.9552560578478231
C208	C353	0.9620011940783285
C208	C121	0.9384369816725444
C208	C255	0.4083109597525152
C208	C3	0.40726373648891734
C208	C56	0.4072632429480969
C208	C32	0.4213036391876575
C208	C188	0.40309972751590356
C208	C16	0.4230476791076144
C208	C70	0.4100387674219308
C208	C67	0.9446161748556449
C208	C294	0.9436543278498611
C208	C21	0.9605396931142602
C208	C273	0.44560413281996475
C208	C72	0.9427746606088129
C208	C351	0.9425160254570913
C208	C133	0.40796114003410777
C208	C179	0.4079107585948834
C208	C45	0.4075900398102554
C208	C149	0.40758778185171807
C208	C91	0.9389253396163637
C208	C209	0.40070778535819446
C208	C206	0.9468434516739492
C208	C276	0.4519825422954936
C208	C136	0.9390635481769047
C208	C197	0.4021055869687727
C208	C155	0.4013736681168337
C208	C339	0.4005423229294431
C208	C196	0.40113599847630454
C208	C342	0.4061195669229562
C208	C183	0.45826049689231185
C208	C312	0.4121768711135245
C208	C182	0.40464195346149506
C208	C233	0.40303574639493184
C208	C224	0.398023801367012
C208	C349	0.39794649048963393
C208	C222	0.41388957825697925
C208	C333	0.4180839774014096
C208	C245	0.4117519637762475
C208	C314	0.9338002148076663
C208	C285	0.4087263472859887
C208	C355	0.40273290003015716
C208	C241	0.40865616525094983
C208	C309	0.4085471946825226
C208	C325	0.3964175673649686
